"","address","nhood","lat","long","month","year","block","street_name","street_type"
"5130","1200 Block Of Mariner  Drive","Treasure Island","37.8290873188018","-122.374354596724","7","2017","1200","Mariner","Drive"
"5131","800 Block Of Monterey  Boulevard","West of Twin Peaks","37.7315460002322","-122.454171503481","1","2012","800","Monterey","Boulevard"
"5132","0 Block Of Dartmouth  Street","Portola","37.7306024554498","-122.413507564206","10","2012","0","Dartmouth","Street"
"5133","1300 Block Of Pine  Street","Nob Hill","37.7899375398604","-122.418023728579","5","2012","1300","Pine","Street"
"5134","100 Block Of Serrano  Drive","Lakeshore","37.7201304818657","-122.478528633352","8","2013","100","Serrano","Drive"
"5136","1400 Block Of 05th  Avenue","Inner Sunset","37.7614309877468","-122.461835385323","10","2013","1400","05th","Avenue"
"5138","1900 Block Of Vallejo  Street","Marina","37.7959582064459","-122.429360325189","3","2014","1900","Vallejo","Street"
"5139","400 Block Of Ofarrell  Street","Tenderloin","37.7859445814449","-122.411736546098","3","2016","400","Ofarrell","Street"
"5141","1000 Block Of Washington  Street","Chinatown","37.7946606390218","-122.410305473349","12","2014","1000","Washington","Street"
"5142","100 Block Of Central  Avenue","Haight Ashbury","37.7708922414564","-122.443742616448","6","2013","100","Central","Avenue"
"5146","600 Block Of Hyde  Street","Tenderloin","37.7867777139871","-122.416543910969","7","2016","600","Hyde","Street"
"5147","0 Block Of Bennington  Street","Bernal Heights","37.7398859768743","-122.417697048918","9","2013","0","Bennington","Street"
"5148","2100 Block Of Taylor  Street","Russian Hill","37.8021548660574","-122.414586772169","2","2016","2100","Taylor","Street"
"5149","800 Block Of Van Ness  Avenue","Tenderloin","","","4","2015","800","Van Ness","Avenue"
"5150","1800 Block Of California  Street","Pacific Heights","37.7900561801424","-122.424795511455","12","2014","1800","California","Street"
"5151","1000 Block Of Sutter  Street","Nob Hill","37.7880720903103","-122.41764609268","12","2018","1000","Sutter","Street"
"5154","200 Block Of Union  Street","North Beach","37.8010897805596","-122.404022132655","6","2016","200","Union","Street"
"5155","2000 Block Of 20th  Avenue","Sunset/Parkside","37.749530506115","-122.477218421941","10","2016","2000","20th","Avenue"
"5156","1200 Block Of Jackson  Street","Nob Hill","37.7948827235843","-122.415649191889","9","2012","1200","Jackson","Street"
"5157","3500 Block Of Santiago  Street","Sunset/Parkside","37.7436192840056","-122.505288195992","2","2017","3500","Santiago","Street"
"5158","400 Block Of Hoffman  Avenue","Noe Valley","37.7501014279058","-122.44053729421","1","2015","400","Hoffman","Avenue"
"5159","1300 Block Of Sacramento  Street","Nob Hill","37.7922114068823","-122.415321391043","7","2018","1300","Sacramento","Street"
"5160","0 Block Of Garces  Drive","Lakeshore","37.7151404206459","-122.478934444442","6","2014","0","Garces","Drive"
"5163","200 Block Of 02nd  Avenue","Inner Richmond","37.7840713836612","-122.460203397833","12","2017","200","02nd","Avenue"
"5164","2500 Block Of Lombard  Street","Marina","37.7989471738311","-122.443492928547","8","2012","2500","Lombard","Street"
"5165","900 Block Of Valencia  Street","Mission","37.7580999635448","-122.421232797505","10","2016","900","Valencia","Street"
"5168","2700 Block Of 40th  Avenue","Sunset/Parkside","37.7355407234802","-122.497733571459","8","2014","2700","40th","Avenue"
"5169","100 Block Of Turk  Street","Tenderloin","","","9","2017","100","Turk","Street"
"5170","800 Block Of Sargent  Street","Oceanview/Merced/Ingleside","37.7160911222784","-122.470265841319","6","2015","800","Sargent","Street"
"5173","500 Block Of Capitol  Avenue","Oceanview/Merced/Ingleside","37.7153331437977","-122.459050496842","12","2018","500","Capitol","Avenue"
"5174","1600 Block Of 42nd  Avenue","Sunset/Parkside","37.7559423084225","-122.501311726196","4","2013","1600","42nd","Avenue"
"5175","0 Block Of Uranus  Terrace","Castro/Upper Market","37.7611804021257","-122.445576420921","1","2018","0","Uranus","Terrace"
"5176","400 Block Of 03rd  Avenue","Inner Richmond","37.7801974701405","-122.460997047715","11","2014","400","03rd","Avenue"
"5177","0 Block Of Pinto  Avenue","Lakeshore","37.7204244877722","-122.482184565879","12","2018","0","Pinto","Avenue"
"5178","700 Block Of Arguello  Boulevard","Lone Mountain/USF","37.7767221610831","-122.458542632739","9","2015","700","Arguello","Boulevard"
"5179","4100 Block Of 20th  Street","Castro/Upper Market","37.7577870203217","-122.433037630097","7","2014","4100","20th","Street"
"5180","0 Block Of Ashton  Avenue","Oceanview/Merced/Ingleside","37.7193883080425","-122.462254472984","2","2015","0","Ashton","Avenue"
"5182","1900 Block Of Jones  Street","Russian Hill","","","6","2014","1900","Jones","Street"
"5184","1200 Block Of Geneva  Avenue","Excelsior","37.7136180736022","-122.434981538875","11","2013","1200","Geneva","Avenue"
"5187","3500 Block Of 18th  Street","Mission","37.7616755658703","-122.421994911182","4","2015","3500","18th","Street"
"5188","1000 Block Of Hollister  Avenue","Bayview Hunters Point","37.7192137954609","-122.391491187014","11","2015","1000","Hollister","Avenue"
"5189","400 Block Of 44th  Avenue","Outer Richmond","37.7804382550332","-122.505180465892","9","2017","400","44th","Avenue"
"5191","4500 Block Of Mission  Street","Outer Mission","37.7254686346773","-122.434204027218","3","2013","4500","Mission","Street"
"5194","1500 Block Of 44th  Avenue","Sunset/Parkside","37.757720401774","-122.503588026161","7","2014","1500","44th","Avenue"
"5195","300 Block Of Union  Street","North Beach","37.800985653233","-122.40483485475","3","2016","300","Union","Street"
"5196","900 Block Of Sutter  Street","Nob Hill","37.7882829130777","-122.416006212877","1","2013","900","Sutter","Street"
"5197","1100 Block Of Mission  Street","South of Market","37.7777513747528","-122.412785519962","7","2014","1100","Mission","Street"
"5198","200 Block Of 19th  Avenue","Outer Richmond","37.7832411826262","-122.478511170208","8","2018","200","19th","Avenue"
"5200","1300 Block Of Market  Street","Tenderloin","37.7770444893888","-122.416930565378","3","2018","1300","Market","Street"
"5202","200 Block Of 30th  Street","Glen Park","37.7421884498279","-122.425023435286","9","2012","200","30th","Street"
"5203","800 Block Of Scott  Street","Western Addition","37.7775372382446","-122.436601929711","3","2018","800","Scott","Street"
"5204","1200 Block Of Lane  Street","Bayview Hunters Point","37.7344894317003","-122.387622805514","10","2015","1200","Lane","Street"
"5205","600 Block Of Clayton  Street","Haight Ashbury","37.7693312403443","-122.448484249045","6","2014","600","Clayton","Street"
"5206","500 Block Of Bowdoin  Street","Portola","37.7288300382826","-122.411752314726","10","2018","500","Bowdoin","Street"
"5207","4700 Block Of Mission  Street","Excelsior","37.7220201113385","-122.436808846302","4","2014","4700","Mission","Street"
"5210","3600 Block Of 20th  Street","Mission","37.7584315353881","-122.422380132421","7","2018","3600","20th","Street"
"5211","2200 Block Of Clay  Street","Pacific Heights","37.7912340746215","-122.430092036545","3","2017","2200","Clay","Street"
"5212","0 Block Of Fuente  Avenue","Lakeshore","37.7193996791679","-122.478061795386","1","2014","0","Fuente","Avenue"
"5213","300 Block Of Grove  Street","Hayes Valley","37.7779180060522","-122.42234312745","5","2015","300","Grove","Street"
"5214","200 Block Of Prentiss  Street","Bernal Heights","37.7399352776115","-122.412084936943","8","2016","200","Prentiss","Street"
"5215","100 Block Of Bucareli  Drive","Lakeshore","37.7164491248514","-122.48066011888","4","2014","100","Bucareli","Drive"
"5216","900 Block Of Ashbury  Street","Haight Ashbury","37.7662182225029","-122.446165950968","6","2018","900","Ashbury","Street"
"5219","500 Block Of Battery  Street","Financial District/South Beach","37.796325923258","-122.400583436818","5","2013","500","Battery","Street"
"5221","1700 Block Of 42nd  Avenue","Sunset/Parkside","37.7540782233518","-122.501183578896","10","2016","1700","42nd","Avenue"
"5222","0 Block Of Farragut  Avenue","Outer Mission","37.7103393331004","-122.449800458425","4","2018","0","Farragut","Avenue"
"5223","0 Block Of Cragmont  Avenue","Inner Sunset","37.749906122621","-122.467442005351","9","2016","0","Cragmont","Avenue"
"5226","2100 Block Of Baker  Street","Pacific Heights","37.7907671863797","-122.444389333376","12","2014","2100","Baker","Street"
"5228","1200 Block Of Revere  Avenue","Bayview Hunters Point","37.7279553653978","-122.383621641074","9","2013","1200","Revere","Avenue"
"5229","3500 Block Of Sacramento  Street","Presidio Heights","37.7876590108771","-122.451124549436","7","2012","3500","Sacramento","Street"
"5233","0 Block Of Patton  Street","Bernal Heights","37.7378976456843","-122.423069553612","5","2014","0","Patton","Street"
"5236","800 Block Of Fillmore  Street","Hayes Valley","37.7772298010107","-122.43147953292","5","2018","800","Fillmore","Street"
"5240","1600 Block Of 25th  Avenue","Sunset/Parkside","37.7567541177573","-122.483097956203","1","2015","1600","25th","Avenue"
"5241","300 Block Of Arballo  Drive","Lakeshore","37.7208297750934","-122.482997342081","3","2016","300","Arballo","Drive"
"5243","0 Block Of Ankeny  Street","Portola","37.7186667980076","-122.40375466778","3","2015","0","Ankeny","Street"
"5244","2300 Block Of Polk  Street","Russian Hill","37.7982932649884","-122.422242363203","9","2014","2300","Polk","Street"
"5247","1100 Block Of Mission  Street","South of Market","37.7777513747528","-122.412785519962","10","2013","1100","Mission","Street"
"5251","600 Block Of Octavia  Street","Hayes Valley","37.7783048970624","-122.42495104443","12","2017","600","Octavia","Street"
"5253","100 Block Of 06th  Street","South of Market","37.7807532842702","-122.408434734277","12","2014","100","06th","Street"
"5255","500 Block Of Gonzalez  Drive","Lakeshore","37.7161426415235","-122.478808588133","3","2017","500","Gonzalez","Drive"
"5256","400 Block Of Munich  Street","Excelsior","37.718543334716","-122.428582421247","1","2018","400","Munich","Street"
"5257","100 Block Of Dublin  Street","Excelsior","37.7177790538136","-122.426980968041","9","2013","100","Dublin","Street"
"5260","0 Block Of Corwin  Street","Twin Peaks","37.7571080212059","-122.439615592964","11","2011","0","Corwin","Street"
"5262","200 Block Of Graystone  Terrace","Castro/Upper Market","37.7570368825192","-122.444419551695","10","2016","200","Graystone","Terrace"
"5263","3000 Block Of 21st  Street","Mission","37.7571995283493","-122.416172897008","5","2015","3000","21st","Street"
"5264","1100 Block Of Naples  Street","Excelsior","37.7129616025416","-122.437063856067","12","2015","1100","Naples","Street"
"5265","300 Block Of Turk  Street","Tenderloin","37.7826897415954","-122.414873820111","8","2013","300","Turk","Street"
"5266","1800 Block Of 44th  Avenue","Sunset/Parkside","37.7521246086337","-122.503197920543","7","2012","1800","44th","Avenue"
"5267","600 Block Of Pennsylvania  Avenue","Potrero Hill","37.7589263503974","-122.393243679167","4","2013","600","Pennsylvania","Avenue"
"5268","2300 Block Of 28th  Avenue","Sunset/Parkside","37.7435593836653","-122.485400840462","7","2014","2300","28th","Avenue"
"5269","4000 Block Of 17th  Street","Castro/Upper Market","37.7623816688397","-122.436889909735","5","2014","4000","17th","Street"
"5270","300 Block Of Bartlett  Street","Mission","37.7513720107988","-122.419478523553","11","2012","300","Bartlett","Street"
"5271","0 Block Of Majestic  Avenue","Oceanview/Merced/Ingleside","37.7176689097405","-122.451316001645","3","2015","0","Majestic","Avenue"
"5273","2200 Block Of Leavenworth  Street","Russian Hill","37.8019540289534","-122.417921859821","9","2014","2200","Leavenworth","Street"
"5274","6100 Block Of California  Street","Outer Richmond","37.7839550684606","-122.483403100566","4","2016","6100","California","Street"
"5276","300 Block Of Chattanooga  Street","Noe Valley","37.7513668430428","-122.426291816017","7","2012","300","Chattanooga","Street"
"5277","400 Block Of Lombard  Street","North Beach","37.8033346476773","-122.408947632274","4","2017","400","Lombard","Street"
"5278","1800 Block Of Oakdale  Avenue","Bayview Hunters Point","37.7375488453075","-122.395532077323","11","2016","1800","Oakdale","Avenue"
"5279","800 Block Of 34th  Avenue","Outer Richmond","37.7730627543567","-122.49390034858","4","2013","800","34th","Avenue"
"5280","2400 Block Of 18th  Avenue","West of Twin Peaks","37.7421654441136","-122.474559024931","2","2018","2400","18th","Avenue"
"5282","800 Block Of Clay  Street","Chinatown","37.7941226560182","-122.40741313365","7","2015","800","Clay","Street"
"5283","400 Block Of Avalon  Avenue","Excelsior","37.7260912630107","-122.428881244793","5","2013","400","Avalon","Avenue"
"5284","1500 Block Of Jones  Street","Nob Hill","37.7954327369839","-122.414915543628","6","2015","1500","Jones","Street"
"5286","0 Block Of Peralta  Avenue","Bernal Heights","37.7480429713249","-122.405451479818","2","2014","0","Peralta","Avenue"
"5287","4400 Block Of 20th  Street","Castro/Upper Market","37.7575237305344","-122.43742275621","2","2016","4400","20th","Street"
"5289","2400 Block Of Lombard  Street","Marina","37.7991576065322","-122.441826534885","3","2013","2400","Lombard","Street"
"5291","3400 Block Of 16th  Street","Castro/Upper Market","37.764430247144","-122.429944259439","10","2014","3400","16th","Street"
"5292","400 Block Of Vermont  Street","Potrero Hill","37.7640230362495","-122.404434351616","4","2012","400","Vermont","Street"
"5293","5800 Block Of Mission  Street","Outer Mission","37.7091095440867","-122.451774197523","1","2013","5800","Mission","Street"
"5294","1300 Block Of Anza  Street","Inner Richmond","37.7791626614652","-122.462539274705","5","2016","1300","Anza","Street"
"5295","3700 Block Of 17th  Street","Castro/Upper Market","37.7628212742251","-122.429617738371","10","2013","3700","17th","Street"
"5297","300 Block Of Ellis  Street","Tenderloin","37.7849704232413","-122.411960966056","2","2015","300","Ellis","Street"
"5298","200 Block Of 02nd  Avenue","Inner Richmond","37.7840713836612","-122.460203397833","7","2017","200","02nd","Avenue"
"5300","2100 Block Of 44th  Avenue","Sunset/Parkside","37.7465300728226","-122.502806079233","6","2014","2100","44th","Avenue"
"5302","400 Block Of Arballo  Drive","Lakeshore","37.7194512152977","-122.483081566263","12","2018","400","Arballo","Drive"
"5304","1900 Block Of Fell  Street","Golden Gate Park","37.7724732922176","-122.449964940454","7","2013","1900","Fell","Street"
"5305","300 Block Of Columbus  Avenue","Chinatown","37.7984244584983","-122.407476211142","3","2013","300","Columbus","Avenue"
"5306","3100 Block Of 26th  Street","Mission","37.7493538729826","-122.412950039454","8","2012","3100","26th","Street"
