Case Number,Pre Buyout Disclosure Declaration Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Address,ZIP Code,Supervisor District,Analysis Neighborhood,point,geocoding_confidence,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary,Invest In Neighborhoods (IIN) Areas,Civic Center Harm Reduction Project Boundary,Neighborhoods
B153000,10/29/2015,01/19/2016,"40,000.00",,,1,542 London Street,94112,11,Excelsior,POINT (-122.43693850493476 37.720548726743225),100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B191249,06/05/2019,,,,,,1625 larkin Street,94109,3,Russian Hill,POINT (-122.41950127246794 37.79285311878874),100,105,6,3,32,32,9,10,13,"28,858",1,,,,105
B210968,07/19/2021,,,,,,6619 California Street,94121,1,Outer Richmond,POINT (-122.48849739870667 37.783702943636115),100,8,8,4,29,26,6,2,11,55,2,,,,8
B181604,05/14/2018,09/18/2018,"17,500.00",,,1,2434 24th Street,94110,10,Mission,POINT (-122.4037882229284 37.75318844732361),100,54,3,9,20,19,4,8,10,"28,859",1,,,,54
B193059,11/22/2019,,,,,,212 genebern Way,94112,9,Bernal Heights,POINT (-122.42528719449832 37.732704849636505),100,93,9,2,2,2,7,7,2,"28,861",1,,,,93
B211893,12/08/2021,05/11/2022,"25,000.00",,true,1,1340 12th Avenue,94122,7,Inner Sunset,POINT (-122.46944691438544 37.76312592479924),100,109,10,11,14,12,8,11,1,56,1,,,,109
B181405,05/01/2018,,,,,,3882 17TH Street,94114,8,Castro/Upper Market,POINT (-122.43258566493094 37.762673046856555),100,38,3,5,5,3,4,5,15,"28,862",1,,,,38
B221962,10/19/2022,,,,,,590 Baker Street,94117,5,Hayes Valley,POINT (-122.44143748800737 37.776293879943566),100,24,7,11,9,10,5,11,15,"29,492",1,,,,24
B221465,,05/09/2022,"20,000.00",,true,1,554 Monterey Boulevard,94127,7,West of Twin Peaks,POINT (-122.44788977369925 37.731621005991414),100,95,9,8,41,40,7,4,9,59,1,,,,95
B162727,08/24/2016,,,,,,2047 Polk Street,94109,3,Russian Hill,POINT (-122.4217177381409 37.79546438541241),100,105,4,3,32,32,9,10,13,"28,858",1,,,,105
B192352,09/13/2019,,,,,,20 Day Street,94110,8,Noe Valley,POINT (-122.42336666419372 37.74312661036137),100,84,9,5,22,22,7,5,2,"28,859",1,,,,84
B172673,10/20/2017,01/03/2018,"30,000.00",,,2,2941 Broderick Street,94123,2,Marina,POINT (-122.44407700173188 37.797365502084254),100,14,4,6,13,17,9,1,13,57,1,,,,14
B162938,09/20/2016,,,,,,580 Naples Street,94112,11,Excelsior,POINT (-122.43217378189136 37.71965221210173),100,90,9,1,7,5,7,6,9,"28,861",2,,,,90
B181852,06/18/2018,,,,,,751 Haight Street,94117,5,Haight Ashbury,POINT (-122.43457612668571 37.771560296571494),100,26,4,11,3,9,5,11,15,"29,492",1,,,,26
B161873,06/02/2016,06/02/2016,"81,000.00",,true,3,147 Fillmore Street,94117,5,Hayes Valley,POINT (-122.43024812712461 37.77087844131108),100,28,7,11,9,10,9,11,15,"29,492",1,,,,28
B200553,03/04/2020,,,,,,525 Leavenworth Street,94109,5,Tenderloin,POINT (-122.41471962121632 37.78585808301612),100,20,5,10,36,36,10,9,13,"28,858",2,1,,,20
B180253,01/29/2018,03/20/2018,,true,,2,1730 Sacramento Street,94109,3,Nob Hill,POINT (-122.42143780743751 37.791458660617245),100,105,4,3,21,21,9,10,13,"28,858",1,,,,105
B211913,12/16/2021,06/01/2022,"117,908.00",,,3,636 Church Street,94114,8,Castro/Upper Market,POINT (-122.42834862384883 37.760738483332396),100,52,3,5,5,3,4,5,2,"28,862",1,,,,52
B183206,11/16/2018,,,,,,2020 Oakdale Avenue,94124,10,Bayview Hunters Point,POINT (-122.39824071397669 37.73911984902006),100,85,2,9,1,1,3,8,10,58,1,,,,85
B221745,08/30/2022,,,,,,56 Cielito Drive,94134,10,Visitacion Valley,POINT (-122.42203719157241 37.709546521044125),100,74,9,9,40,39,7,8,9,309,2,,,,74
B161591,05/11/2016,09/19/2017,"17,500.00",,,1,17 Chattanooga Street,94114,8,Noe Valley,POINT (-122.42673564490171 37.75624614232537),100,52,3,5,22,22,4,5,2,"28,862",1,,,,52
B161855,05/26/2016,09/06/2016,"70,000.00",,,3,1786 Golden Gate Avenue,94115,5,Western Addition,POINT (-122.43994395487708 37.77857996562534),100,97,7,11,39,41,5,11,15,"29,490",1,,,,97
